sentence,sentiment,topic,split,source,processed_text
thầy nhiệt tình dễ thương .,positive,lecturer,test,UIT-VSFC,thầy nhiệt_tình dễ_thương
"chỉ thiếu một lệnh xuống dòng mà mất hết điểm , trong khi phần code chính  làm đầy đủ .",negative,training_program,test,UIT-VSFC,thiếu lệnh xuống dòng mất hết điểm phần code chính làm đầy_đủ
cung cấp đầy đủ kiến thức từng nội dung bài học .,positive,lecturer,test,UIT-VSFC,cung_cấp đầy_đủ kiến_thức từng nội_dung bài_học
hệ thống âm thanh hỗ trợ những bài nghe không được như yêu cầu môn học .,negative,facility,test,UIT-VSFC,hệ_thống âm_thanh hỗ_trợ bài nghe không yêu_cầu môn_học
có thể làm demo trực tiếp người ở dưới làm theo .,negative,lecturer,test,UIT-VSFC,thể làm demo trực_tiếp người dưới làm
đầu tư một bộ giáo trình chất lượng và dễ hiểu và giảng dạy theo bộ giáo trình đó .,negative,training_program,test,UIT-VSFC,đầu_tư bộ_giáo_trình chất_lượng dễ hiểu giảng_dạy bộ giáo_trình
giảng viên truyền đạt kiến thức kém hiệu quả .,negative,lecturer,test,UIT-VSFC,giảng_viên truyền_đạt kiến_thức kém hiệu_quả
thầy nhiệt tình giảng dạy giúp sinh viên hiểu bài tối đa .,positive,lecturer,test,UIT-VSFC,thầy nhiệt_tình giảng_dạy giúp sinh_viên hiểu bài tối_đa
"giảng dễ hiểu , tận tâm , nhiệt tình , hài hước .",positive,lecturer,test,UIT-VSFC,giảng dễ hiểu tận_tâm nhiệt_tình hài_hước
không vận dụng thời gian hợp lý .,negative,lecturer,test,UIT-VSFC,không vận_dụng thời_gian hợp_lý
giờ lên lớp .,neutral,lecturer,test,UIT-VSFC,giờ lên lớp
"bài tập làm không chắc chắn , không biết đúng hay sai .",negative,training_program,test,UIT-VSFC,bài_tập làm không chắc_chắn không biết đúng sai
"dạy dễ hiểu , đặc biệt rất nhiệt huyết .",positive,lecturer,test,UIT-VSFC,dạy dễ hiểu đặc_biệt nhiệt_huyết
"vui vẻ , giảng dạy vui vẻ .",positive,lecturer,test,UIT-VSFC,vui_vẻ giảng_dạy vui_vẻ
"cung cấp kiến thức tốt , cách giảng dạy tốt .",positive,lecturer,test,UIT-VSFC,cung_cấp kiến_thức tốt cách giảng_dạy tốt
cô giáo nhiệt tình khi giảng bài cho sinh viên .,positive,lecturer,test,UIT-VSFC,cô_giáo nhiệt_tình giảng bài sinh_viên
tăng thêm thiết bị để hỗ trợ tốt hơn cho việc học tập .,negative,facility,test,UIT-VSFC,tăng thêm thiết hỗ_trợ tốt hơn học_tập
"thầy nhiệt tình , nhưng dạy khó hiểu .",negative,lecturer,test,UIT-VSFC,thầy nhiệt_tình dạy khó hiểu
"cách trình bày và hướng dẫn còn nhiều lủng củng , không có phong cách truyền đạt của riêng mình , từ đó không tạo đam mê hứng thú cho sinh viên , cần khắc phục thay đổi cách truyền đạt và cách trình bày .",negative,lecturer,test,UIT-VSFC,cách trình_bày hướng_dẫn còn nhiều lủng_củng không phong_cách truyền_đạt riêng mình không tạo đam_mê hứng_thú sinh_viên cần khắc_phục thay_đổi cách truyền_đạt cách trình_bày
"đối với cô wzjwz32 , cô rất tận tình , giải đáp thắc mắc và hướng đến sinh viên cùng trao đổi đối với y , hoàn toàn tách biệt với sinh viên , không có hướng trao đổi mà là hướng tra khảo kiến thức sinh viên .",neutral,lecturer,test,UIT-VSFC,đối_cô wzjwz32 cô tận_tình giải_đáp thắc_mắc hướng sinh_viên trao_đổi đối_y hoàn_toàn tách_biệt sinh_viên không hướng trao_đổi hướng_tra_khảo kiến_thức sinh_viên
"cô dạy hay , rất nhiệt tình .",positive,lecturer,test,UIT-VSFC,cô dạy nhiệt_tình
"giảng viên nên thông báo giờ chấm đồ án , không nên để sinh viên phải ngồi đợi từ sáng đến chiều , thậm chí còn bắt sinh viên phải qua tận nhà để chấm đồ án .",negative,lecturer,test,UIT-VSFC,giảng_viên thông_báo giờ chấm đồ_án không sinh_viên phải ngồi đợi sáng chiều thậm_chí còn bắt sinh_viên phải tận nhà chấm đồ_án
"thầy giảng dạy nhiệt tình , tận tụy hết mình vì công việc .",positive,lecturer,test,UIT-VSFC,thầy giảng_dạy nhiệt_tình tận tụy hết_mình công
có ví dụ rất cụ thể .,positive,lecturer,test,UIT-VSFC,ví_dụ cụ_thể
dành nhiều thời gian trên lớp để chép bài lên bảng .,negative,lecturer,test,UIT-VSFC,dành nhiều thời_gian lớp chép bài lên bảng
"giảng viên vui vẻ , thân thiện , giảng dạy kiến thức chuyên sâu , dễ tiếp thu .",positive,lecturer,test,UIT-VSFC,giảng_viên vui_vẻ thân_thiện giảng_dạy kiến_thức chuyên_sâu dễ tiếp_thu
đôi khi quá luyên thuyên các vấn đề không liên quan đến môn học .,negative,lecturer,test,UIT-VSFC,đôi quá luyên thuyên vấn_đề không liên_quan môn_học
tạm thời chưa có .,neutral,others,test,UIT-VSFC,tạm_thời chưa
"cô dạy rất có tâm , và tận tụy với sinh viên .",positive,lecturer,test,UIT-VSFC,cô dạy_tâm tận tụy sinh_viên
rồi về nhà không hiểu gì hết .,negative,training_program,test,UIT-VSFC,rồi nhà không hiểu gì hết
nhiều chỗ thầy còn đi hơi nhanh .,negative,lecturer,test,UIT-VSFC,nhiều chỗ thầy còn đi hơi nhanh
phương pháp đánh giá kết quả không hợp lý với nội dung đề ra của môn học .,negative,lecturer,test,UIT-VSFC,phương_pháp đánh_giá kết_quả không hợp_lý nội_dung đề_môn học
nhiều ví dụ minh hoạ .,positive,lecturer,test,UIT-VSFC,nhiều ví_dụ minh họa
"những phần dễ thì thầy nói luyên thuyên , ví dụ rất nhiều , những phần khó thầy lướt nhanh .",negative,lecturer,test,UIT-VSFC,phần dễ thầy nói luyên_thuyên ví_dụ nhiều phần khó thầy lướt nhanh
phương pháp dạy chưa thật sự hiệu quả .,negative,lecturer,test,UIT-VSFC,phương_pháp dạy chưa thật_sự hiệu_quả
nếu yêu cầu bài tập thì có thể nộp giấy riêng cho cô .,neutral,training_program,test,UIT-VSFC,yêu_cầu bài_tập_thể nộp giấy riêng cô
"nhiệt tình hướng dẫn sinh viên , giảng dạy tốt .",positive,lecturer,test,UIT-VSFC,nhiệt_tình hướng_dẫn sinh_viên giảng_dạy tốt
"cô dạy nhiệt tình , vui nhộn .",positive,lecturer,test,UIT-VSFC,cô dạy nhiệt_tình vui nhộn
hoàn toàn hài lòng .,positive,lecturer,test,UIT-VSFC,hoàn_toàn hài_lòng
trao đổi nhóm .,neutral,training_program,test,UIT-VSFC,trao_đổi nhóm
bám sát vào bài cũng như thực tế .,positive,training_program,test,UIT-VSFC,bám sát bài thực_tế
nhiều khi đi muộn .,negative,lecturer,test,UIT-VSFC,nhiều đi muộn
"cô rất tốt , không gì không hài lòng cả .",positive,lecturer,test,UIT-VSFC,cô tốt không gì không hài_lòng cả
theo em việc học toán trong một giảng đường quá lớn là rất bất lợi .,negative,training_program,test,UIT-VSFC,học_toán giảng_đường quá lớn bất_lợi
cô cho bài tập về nhà và có hình thức ghi tên chép phạt nếu không làm .,negative,lecturer,test,UIT-VSFC,cô bài_tập nhà hình_thức ghi tên chép phạt không làm
giảng viên giảng dễ hiểu .,positive,lecturer,test,UIT-VSFC,giảng_viên giảng dễ hiểu
cung cấp đủ tài liệu học tập trên courses .,positive,lecturer,test,UIT-VSFC,cung_cấp đủ tài_liệu học_tập courses
đôi khi giảng hơi nhanh !,negative,lecturer,test,UIT-VSFC,đôi giảng hơi nhanh
bài tập hay .,positive,training_program,test,UIT-VSFC,bài tập
nếu giải thì cô nên giải vào slide luôn cho các bạn .,negative,lecturer,test,UIT-VSFC,giải cô giải slide luôn
"nếu được thì cô nên cắt bài giảng ra nhiều phần nhỏ , sau khi dạy hết một phần thì cho sinh viên nghỉ giải lao khoảng 5 phút rồi học tiếp sẽ dẽ tiếp thu hơn .",negative,lecturer,test,UIT-VSFC,cô cắt bài giảng nhiều phần nhỏ dạy hết phần sinh_viên nghỉ giải_lao khoảng 5 phút rồi học tiếp_dẽ tiếp_thu hơn
môn học khá khô khan .,negative,training_program,test,UIT-VSFC,môn_học khá khô_khan
sự nhiệt tình trong giảng dạy và giải đáp thắc mắc cho sinh viên .,positive,lecturer,test,UIT-VSFC,sự nhiệt_tình giảng_dạy giải_đáp thắc_mắc sinh_viên
học hỏi được nhiều kiến thức .,positive,lecturer,test,UIT-VSFC,học_hỏi nhiều kiến_thức
"thầy vui tính , dễ gần và thân thiện với sinh viên .",positive,lecturer,test,UIT-VSFC,thầy vui_tính dễ gần thân_thiện sinh_viên
cần thêm bài tập ôn chuyên sâu hơn .,negative,training_program,test,UIT-VSFC,cần thêm bài_tập ôn chuyên_sâu hơn
"thầy rất tận tâm và nhiệt tình , luôn giải đáp chi tiết các thắc mắc của sinh viên .",positive,lecturer,test,UIT-VSFC,thầy tận_tâm nhiệt_tình luôn giải_đáp chi_tiết thắc_mắc sinh_viên
cách dạy của cô luôn luôn lấy ví dụ cụ thể rất dễ hiểu .,positive,lecturer,test,UIT-VSFC,cách dạy cô luôn_luôn lấy ví_dụ cụ_thể dễ hiểu
"cần phối hợp các phương pháp giảng dạy khác , giảm số lượng bài tập .",negative,lecturer,test,UIT-VSFC,cần phối_hợp phương_pháp giảng_dạy khác giảm số_lượng bài_tập
"boss cuối , thầy dạy quá hay , cả kiến thức môn học lẫn kiến thức về cuộc sống .",positive,lecturer,test,UIT-VSFC,boss cuối thầy dạy quá cả kiến_thức môn_học lẫn kiến_thức cuộc_sống
"thầy dạy rất nhiệt tình và tận tâm , quan tâm nhiều đến học sinh .",positive,lecturer,test,UIT-VSFC,thầy dạy nhiệt_tình tận_tâm quan_tâm nhiều học_sinh
dạy hơi chán nhưng chắc tại môn giới thiệu ngành nó không có nhiều điều để nói lắm .,negative,lecturer,test,UIT-VSFC,dạy hơi chán chắc môn giới_thiệu ngành nó không nhiều điều nói lắm
thầy dạy hơi khó hiểu nhưng rất kỹ .,positive,lecturer,test,UIT-VSFC,thầy dạy hơi khó hiểu kỹ
cô dạy vui nhiệt tình .,positive,lecturer,test,UIT-VSFC,cô dạy vui nhiệt_tình
"cần sắp xếp phòng học phù hợp với số lượng sinh viên , vệ sinh phòng học còn nhiều mặt chưa tốt .",negative,facility,test,UIT-VSFC,cần sắp_xếp phòng học phù_hợp số_lượng sinh_viên vệ_sinh phòng học còn nhiều mặt chưa tốt
"thầy dạy hay , giảng kỹ , dễ hiểu .",positive,lecturer,test,UIT-VSFC,thầy dạy giảng_kỹ dễ hiểu
"môn học nên có thêm nhiều dạng bài tập để sinh viên nhớ lâu hơn và hiểu được nhiều dạng toán để khi gặp các bài tập , các bài kiểm tra không phải sợ dạng của nó .",negative,training_program,test,UIT-VSFC,môn_học thêm nhiều dạng bài_tập sinh_viên nhớ lâu hơn hiểu nhiều dạng toán gặp bài_tập bài kiểm_tra không phải sợ dạng nó
cô giáo rất nhiệt tình và tận tâm !,positive,lecturer,test,UIT-VSFC,cô_giáo nhiệt_tình tận_tâm
"slide hay , giáo viên nhiệt tình .",positive,training_program,test,UIT-VSFC,slide giáo_viên nhiệt_tình
các bài tập trên lớp rất hợp lý .,positive,training_program,test,UIT-VSFC,bài_tập lớp hợp_lý
cô dạy dễ hiểu và tận tâm với sinh viên .,positive,lecturer,test,UIT-VSFC,cô dạy dễ hiểu tận_tâm sinh_viên
tuy vậy thầy up slide rất chậm .,negative,lecturer,test,UIT-VSFC,tuy_vậy thầy up slide chậm
thầy là idol của em .,positive,lecturer,test,UIT-VSFC,thầy idol
"slide bài giảng thì rất dễ hiểu nhưng sau khi thầy giảng thì chúng em cảm thấy không hiểu gì cả , cách truyền đạt của thầy làm cho học sinh rối rắm , thầy chưa biết cách truyền đạt những thứ mà học sinh cần biết .",negative,training_program,test,UIT-VSFC,slide bài giảng dễ hiểu thầy giảng chúng cảm_thấy không hiểu gì cả cách truyền_đạt thầy làm học_sinh rối_rắm thầy chưa biết cách truyền_đạt thứ học_sinh cần biết
"nhiệt tình , niềm nở , vui vẻ với sinh viên .",positive,lecturer,test,UIT-VSFC,nhiệt_tình niềm_nở vui_vẻ sinh_viên
"thời gian được sử dụng tốt , hoạt động liên tục , giảng viên đến đúng giờ .",positive,lecturer,test,UIT-VSFC,thời_gian sử_dụng tốt hoạt_động liên_tục giảng_viên đúng giờ
cách thầy giảng chưa hiệu quả lắm .,negative,lecturer,test,UIT-VSFC,cách thầy giảng chưa hiệu_quả lắm
phương pháp giảng dạy dễ tiếp thu .,positive,lecturer,test,UIT-VSFC,phương_pháp giảng_dạy dễ tiếp_thu
cô rất dễ thương colonlovelove .,positive,lecturer,test,UIT-VSFC,cô dễ_thương colonlovelove
giảng viên có cách nói chậm dễ làm sinh viên buồn ngủ .,negative,lecturer,test,UIT-VSFC,giảng_viên cách nói chậm dễ làm sinh_viên buồn ngủ
"thầy dạy hay , thu hút , luôn đến lớp đúng giờ , và dạy đảm bảo đủ thời gian ( nhiều khi còn dư ) và em khâm phục trí nhớ của thầy .",positive,lecturer,test,UIT-VSFC,thầy dạy thu_hút luôn lớp đúng giờ dạy đảm_bảo đủ thời_gian nhiều còn dư khâm_phục trí_nhớ thầy
"cô cho photo bài tập quá nhiều , sách toeic cũng sửa không hết nhưng lần nào cũng bắt đi photo tài liệu khác .",negative,lecturer,test,UIT-VSFC,cô photo bài_tập quá nhiều sách toeic sửa không hết lần nào bắt đi photo tài_liệu khác
"trẻ trung , năng động .",positive,lecturer,test,UIT-VSFC,trẻ trung_năng_động
"thầy chu đáo , vui vẻ , tận tình .",positive,lecturer,test,UIT-VSFC,thầy chu_đáo vui_vẻ tận_tình
giảng dạy tốt và dạy đưa ra nhiều bài tập làm cho sinh viên cảm thấy dễ học và vận dụng được nhiều bài khác .,positive,lecturer,test,UIT-VSFC,giảng_dạy tốt dạy đưa nhiều bài_tập làm sinh_viên cảm_thấy dễ học vận_dụng nhiều bài khác
"thầy dạy rất hay , thú vị .",positive,lecturer,test,UIT-VSFC,thầy dạy thú_vị
"phòng máy cần cung cấp thêm thiết bị cho sinh viên , các pc có vẻ cũng lâu cũ .",negative,facility,test,UIT-VSFC,phòng máy cần cung_cấp thêm thiết sinh_viên pc_vẻ lâu cũ
"giáo viên nói rất rõ ràng , dễ nghe .",positive,lecturer,test,UIT-VSFC,giáo_viên nói rõ_ràng dễ nghe
nhưng thầy không giải thích rõ ràng .,negative,lecturer,test,UIT-VSFC,thầy không giải_thích rõ_ràng
phương pháp giảng dạy fraction truyền đạt khó hiểu khi tiếp xúc kiến thức mới .,negative,lecturer,test,UIT-VSFC,phương_pháp giảng_dạy fraction truyền_đạt khó hiểu tiếp_xúc kiến_thức mới
"giảng viên giảng dạy rất nhiệt tình , tạo đủ áp lực cho sinh viên .",positive,lecturer,test,UIT-VSFC,giảng_viên giảng_dạy nhiệt_tình tạo đủ áp_lực sinh_viên
